chunk_id,entity_type,entity_name,entity_attributes,canonical_entity
bab66fda-64be-4074-8bd3-be259c6817c8,Concept,dream,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",dream
2a33477f-c0f9-4fe7-b9ba-2c4b91a8cae7,Person,Man,"{'name': None, 'gender': None, 'role': None, 'description': 'Creature that consumes without producing, lord of all the animals', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Man
2a33477f-c0f9-4fe7-b9ba-2c4b91a8cae7,Person,Jones,"{'name': None, 'gender': None, 'role': 'Oppressor', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
2a33477f-c0f9-4fe7-b9ba-2c4b91a8cae7,Person,Clover,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
2a33477f-c0f9-4fe7-b9ba-2c4b91a8cae7,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
623335ee-048b-40cf-9461-c9c5bda5845d,Person,Jones,{},Jones
623335ee-048b-40cf-9461-c9c5bda5845d,Object,knacker,{},knacker
623335ee-048b-40cf-9461-c9c5bda5845d,Object,foxhounds,{},foxhounds
623335ee-048b-40cf-9461-c9c5bda5845d,Object,dogs,{},dogs
623335ee-048b-40cf-9461-c9c5bda5845d,Person,Major,"{'name': None, 'gender': None, 'role': 'Speaker', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
623335ee-048b-40cf-9461-c9c5bda5845d,Concept,tyranny,{},tyranny
623335ee-048b-40cf-9461-c9c5bda5845d,Person,Man,{},Man
623335ee-048b-40cf-9461-c9c5bda5845d,Concept,Rebellion,{},rebellion
623335ee-048b-40cf-9461-c9c5bda5845d,Concept,justice,{},justice
623335ee-048b-40cf-9461-c9c5bda5845d,Person,men,{},men
623335ee-048b-40cf-9461-c9c5bda5845d,Object,rats,{},rats
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Object,dogs,{},dogs
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Object,rats,{},rats
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Person,Major,"{'name': None, 'gender': None, 'role': 'Leader', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Concept,comrades,{},comrades
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Object,rabbits,{},rabbits
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Object,cat,{},cat
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Person,Man,{},Man
fa3c1c1a-9bc4-48df-bad6-baaf8a076f95,Concept,dream,{},dream
29f530f5-c4f5-4451-8589-31abfa22f86c,Person,Old Major,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Old Major
29f530f5-c4f5-4451-8589-31abfa22f86c,Concept,Beasts of England,{},Beasts of England
29f530f5-c4f5-4451-8589-31abfa22f86c,Location,England,{},England
29f530f5-c4f5-4451-8589-31abfa22f86c,Person,Man,"{'name': None, 'gender': None, 'role': 'Tyrant', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Man
29f530f5-c4f5-4451-8589-31abfa22f86c,Location,Ireland,{},Ireland
1ca49fd0-b4aa-4ca8-a5c9-3af443c14fcc,Person,Major,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
1ca49fd0-b4aa-4ca8-a5c9-3af443c14fcc,Location,England,{},England
1ca49fd0-b4aa-4ca8-a5c9-3af443c14fcc,Location,Ireland,{},Ireland
1ca49fd0-b4aa-4ca8-a5c9-3af443c14fcc,Object,song,"{'name': None, 'gender': None, 'role': None, 'description': 'Beasts of England', 'birthDate': None, 'deathDate': None, 'affiliation': None}",song
1ca49fd0-b4aa-4ca8-a5c9-3af443c14fcc,Organization,farm,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",farm
08651466-1cd9-4f2a-be57-ec396ac28a34,Person,Major,"{'name': None, 'gender': None, 'role': None, 'description': 'old', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
08651466-1cd9-4f2a-be57-ec396ac28a34,Time,Three nights later,{},three nights later
08651466-1cd9-4f2a-be57-ec396ac28a34,Location,foot of the orchard,{},the foot of the orchard
08651466-1cd9-4f2a-be57-ec396ac28a34,Time,early in March,{},early in March
08651466-1cd9-4f2a-be57-ec396ac28a34,Time,next three months,{},the next three months
08651466-1cd9-4f2a-be57-ec396ac28a34,Event,Rebellion,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",rebellion
08651466-1cd9-4f2a-be57-ec396ac28a34,Location,farm,{},farm
08651466-1cd9-4f2a-be57-ec396ac28a34,Concept,life,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Life
77654b9a-8833-44e8-99a0-39ac52317007,Person,Snowball,"{'name': None, 'gender': None, 'role': 'Pig', 'description': 'A more vivacious pig than Napoleon, quicker in speech and more inventive, but was not considered to have the same depth of character.', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
77654b9a-8833-44e8-99a0-39ac52317007,Person,Napoleon,"{'name': None, 'gender': None, 'role': 'Pig', 'description': 'A large, rather fierce-looking Berkshire boar, the only Berkshire on the farm, not much of a talker, but with a reputation for getting his own way.', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Napoleon
77654b9a-8833-44e8-99a0-39ac52317007,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': 'Master', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
77654b9a-8833-44e8-99a0-39ac52317007,Person,Squealer,"{'name': None, 'gender': None, 'role': 'Pig', 'description': 'A small fat pig named Squealer, with very round cheeks, twinkling eyes, nimble movements, and a shrill voice. He was a brilliant talker.', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Squealer
77654b9a-8833-44e8-99a0-39ac52317007,Concept,Animalism,"{'name': None, 'gender': None, 'role': None, 'description': ""A complete system of thought elaborated from old Major's teachings"", 'birthDate': None, 'deathDate': None, 'affiliation': None}",Animalism
77654b9a-8833-44e8-99a0-39ac52317007,Location,farm,{},farm
77654b9a-8833-44e8-99a0-39ac52317007,Location,barn,{},Barn
77654b9a-8833-44e8-99a0-39ac52317007,Person,Major,"{'name': None, 'gender': None, 'role': 'Pig', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Person,Boxer,"{'name': None, 'gender': None, 'role': 'Disciple', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Person,Clover,"{'name': None, 'gender': None, 'role': 'Disciple', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': 'Farmer', 'description': 'a hard master', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Person,Moses,{},Moses
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Location,barn,{},Barn
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Location,kitchen,{},kitchen
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Location,Willingdon,{},Willingdon
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Location,Red Lion,{},Red Lion
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Object,Windsor chair,{},Windsor chair
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Time,Midsummer's Eve,{},Midsummer's Eve
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Event,Rebellion,{},rebellion
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Time,June,{},June
ea6abd51-4fa8-4c67-981f-7b947bce3c81,Object,News of the World,{},News of the World
c4144324-3744-43a2-9aee-87bd990d85de,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': 'Farmer', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
c4144324-3744-43a2-9aee-87bd990d85de,Person,Mrs. Jones,{},Mrs. Jones
c4144324-3744-43a2-9aee-87bd990d85de,Person,Moses,{},Moses
c4144324-3744-43a2-9aee-87bd990d85de,Location,store-shed,{},store-shed
c4144324-3744-43a2-9aee-87bd990d85de,Object,whips,{},whips
c4144324-3744-43a2-9aee-87bd990d85de,Event,Rebellion,{},rebellion
c4144324-3744-43a2-9aee-87bd990d85de,Location,Manor Farm,{},Manor Farm
73be7f40-d96f-414a-a861-277adfcce90d,Person,Jones,"{'name': None, 'gender': None, 'role': 'Former Owner', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
73be7f40-d96f-414a-a861-277adfcce90d,Object,harness-room,{},harness-room
73be7f40-d96f-414a-a861-277adfcce90d,Location,stables,{},stables
73be7f40-d96f-414a-a861-277adfcce90d,Object,bits,{},bits
73be7f40-d96f-414a-a861-277adfcce90d,Object,nose-rings,{},nose-rings
73be7f40-d96f-414a-a861-277adfcce90d,Object,dog-chains,{},dog-chains
73be7f40-d96f-414a-a861-277adfcce90d,Object,knives,{},knives
73be7f40-d96f-414a-a861-277adfcce90d,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': 'Former Owner', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
73be7f40-d96f-414a-a861-277adfcce90d,Object,reins,{},reins
73be7f40-d96f-414a-a861-277adfcce90d,Object,halters,{},halters
73be7f40-d96f-414a-a861-277adfcce90d,Object,blinkers,{},blinkers
73be7f40-d96f-414a-a861-277adfcce90d,Object,nosebags,{},nosebags
73be7f40-d96f-414a-a861-277adfcce90d,Object,rubbish fire,{},rubbish fire
73be7f40-d96f-414a-a861-277adfcce90d,Object,whips,{},whips
73be7f40-d96f-414a-a861-277adfcce90d,Person,Snowball,{},Snowball
73be7f40-d96f-414a-a861-277adfcce90d,Object,ribbons,{},ribbons
73be7f40-d96f-414a-a861-277adfcce90d,Person,Boxer,{},Boxer
73be7f40-d96f-414a-a861-277adfcce90d,Object,straw hat,{},straw hat
73be7f40-d96f-414a-a861-277adfcce90d,Person,Napoleon,{},Napoleon
73be7f40-d96f-414a-a861-277adfcce90d,Object,store-shed,{},store-shed
73be7f40-d96f-414a-a861-277adfcce90d,Object,corn,{},corn
73be7f40-d96f-414a-a861-277adfcce90d,Object,biscuits,{},biscuits
73be7f40-d96f-414a-a861-277adfcce90d,Organization,dogs,{},dogs
73be7f40-d96f-414a-a861-277adfcce90d,Object,Beasts of England,{},Beasts of England
73be7f40-d96f-414a-a861-277adfcce90d,Location,pasture,{},pasture
44e5c15b-598b-4fc2-8012-6ace4daf630f,Location,farm,{},farm
44e5c15b-598b-4fc2-8012-6ace4daf630f,Person,Snowball,{},Snowball
44e5c15b-598b-4fc2-8012-6ace4daf630f,Person,Napoleon,{},Napoleon
44e5c15b-598b-4fc2-8012-6ace4daf630f,Location,farmhouse,{},farmhouse
44e5c15b-598b-4fc2-8012-6ace4daf630f,Person,Mollie,{},Mollie
44e5c15b-598b-4fc2-8012-6ace4daf630f,Person,Mrs. Jones,{},Mrs. Jones
44e5c15b-598b-4fc2-8012-6ace4daf630f,Object,blue ribbon,{},blue ribbon
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,kitchen,{},kitchen
a5de1cc3-cee5-454e-836b-d3d88c06717e,Object,barrel of beer,{},barrel of beer
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,scullery,{},scullery
a5de1cc3-cee5-454e-836b-d3d88c06717e,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,farmhouse,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",farmhouse
a5de1cc3-cee5-454e-836b-d3d88c06717e,Object,museum,{},museum
a5de1cc3-cee5-454e-836b-d3d88c06717e,Person,Snowball,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
a5de1cc3-cee5-454e-836b-d3d88c06717e,Person,Napoleon,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Napoleon
a5de1cc3-cee5-454e-836b-d3d88c06717e,Time,Today,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Today
a5de1cc3-cee5-454e-836b-d3d88c06717e,Event,hay harvest,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",hay harvest
a5de1cc3-cee5-454e-836b-d3d88c06717e,Object,spelling book,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",spelling book
a5de1cc3-cee5-454e-836b-d3d88c06717e,Person,Mr. Jones's children,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones's children
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,rubbish heap,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",rubbish heap
a5de1cc3-cee5-454e-836b-d3d88c06717e,Object,pots of black and white paint,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",pots of black and white paint
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,five-barred gate,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",five-barred gate
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,main road,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",main road
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,MANOR FARM,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Manor Farm
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,ANIMAL FARM,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Animal Farm
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,farm buildings,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",farm buildings
a5de1cc3-cee5-454e-836b-d3d88c06717e,Object,ladder,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",ladder
a5de1cc3-cee5-454e-836b-d3d88c06717e,Location,end wall of the big barn,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",end wall of the big barn
a5de1cc3-cee5-454e-836b-d3d88c06717e,Concept,Animalism,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Animalism
a5de1cc3-cee5-454e-836b-d3d88c06717e,Concept,Seven Commandments,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",THE SEVEN COMMANDMENTS
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Person,Snowball,"{'name': None, 'gender': None, 'role': 'Leader', 'description': 'Pig on Animal Farm', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Person,Squealer,"{'name': None, 'gender': None, 'role': 'Helper', 'description': 'Pig on Animal Farm', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Squealer
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Object,paint-pot,{},paint-pot
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Location,tarred wall,{},tarred wall
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Object,THE SEVEN COMMANDMENTS,"{'name': None, 'gender': None, 'role': None, 'description': '1. Whatever goes upon two legs is an enemy.\n2. Whatever goes upon four legs, or has wings, is a\nfriend.\n3. No animal shall wear clothes.\n4. No animal shall sleep in a bed.\n5. No animal shall drink alcohol.\n6. No animal shall kill any other animal.\n7. All animals are equal.', 'birthDate': None, 'deathDate': None, 'affiliation': None}",THE SEVEN COMMANDMENTS
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Location,Animal Farm,{},Animal Farm
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Object,paint-brush,{},paint-brush
6f071a8d-5557-4106-b78e-b1fd1a688ca0,Location,hayfield,{},hayfield
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,Clover,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,pigs,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",pigs
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,horses,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",horses
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,men,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",men
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,ducks,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",ducks
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Person,hens,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",hens
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,hay,{},hay
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,implements,{},implements
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,tool,{},tool
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,cutter,{},cutter
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,horse-rake,{},the horse-rake
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,bits,{},bits
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Object,reins,{},reins
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Location,field,{},field
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Location,farm,{},farm
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Event,harvest,{},harvest
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Concept,wastage,{},wastage
ae13ca02-fba9-4b3f-a3aa-3d17d2d45cf4,Time,summer,{},summer
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,Boxer,"{'name': None, 'gender': None, 'role': 'Animal', 'description': 'A hard worker', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,Jones,"{'name': None, 'gender': None, 'role': 'Master', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,Mollie,"{'name': None, 'gender': None, 'role': 'Animal', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mollie
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Organization,farm,{},farm
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,pigs,"{'name': None, 'gender': None, 'role': 'Animals', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",pigs
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Object,corn,{},corn
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Object,threshing machine,{},threshing machine
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,cockerels,"{'name': None, 'gender': None, 'role': 'Animal', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",cockerels
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,hens,"{'name': None, 'gender': None, 'role': 'Animal', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",hens
f18ef052-24ac-4d86-bb27-62fc9d0ab85b,Person,ducks,"{'name': None, 'gender': None, 'role': 'Animal', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",ducks
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Person,cat,"{'name': None, 'gender': 'Female', 'role': None, 'description': 'A cat who avoids work', 'birthDate': None, 'deathDate': None, 'affiliation': None}",cat
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Person,Benjamin,"{'name': None, 'gender': None, 'role': 'Donkey', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Benjamin
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Person,Jones,{},Jones
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Event,Rebellion,{},rebellion
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Time,Sundays,{},Sundays
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Person,Snowball,{},Snowball
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Person,Mrs. Jones,{},Mrs. Jones
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Object,green tablecloth,"{'name': None, 'gender': None, 'role': None, 'description': ""An old green tablecloth of Mrs. Jones's"", 'birthDate': None, 'deathDate': None, 'affiliation': None}",green tablecloth
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Object,hoof,{},hoof
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Object,horn,{},horn
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Location,flagstaff,"{'name': None, 'gender': None, 'role': None, 'description': 'in the farmhouse garden', 'birthDate': None, 'deathDate': None, 'affiliation': None}",flagstaff
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Location,England,{},England
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Concept,Republic of the Animals,"{'name': None, 'gender': None, 'role': None, 'description': 'which would arise when the human race had been finally overthrown', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Republic of the Animals
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Event,Meeting,"{'name': None, 'gender': None, 'role': None, 'description': 'general assembly', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Meeting
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Location,big barn,{},the big barn
a9d3b1f6-3aff-408a-92e2-aa92cadb07d4,Object,flag,{},flag
d66ab2df-5d31-429c-8ee3-69c564081682,Organization,pigs,"{'name': None, 'gender': None, 'role': None, 'description': 'put forward the resolutions', 'birthDate': None, 'deathDate': None, 'affiliation': None}",pigs
d66ab2df-5d31-429c-8ee3-69c564081682,Person,Snowball,{},Snowball
d66ab2df-5d31-429c-8ee3-69c564081682,Person,Napoleon,{},Napoleon
d66ab2df-5d31-429c-8ee3-69c564081682,Location,small paddock behind the orchard,"{'name': None, 'gender': None, 'role': None, 'description': 'a home of rest for animals who were past work', 'birthDate': None, 'deathDate': None, 'affiliation': None}",small paddock behind the orchard
d66ab2df-5d31-429c-8ee3-69c564081682,Object,Beasts of England,{},Beasts of England
d66ab2df-5d31-429c-8ee3-69c564081682,Location,harness-room,"{'name': None, 'gender': None, 'role': None, 'description': 'a headquarters for themselves', 'birthDate': None, 'deathDate': None, 'affiliation': None}",harness-room
d66ab2df-5d31-429c-8ee3-69c564081682,Object,books,"{'name': None, 'gender': None, 'role': None, 'description': 'which they had brought out of the farmhouse', 'birthDate': None, 'deathDate': None, 'affiliation': None}",books
d66ab2df-5d31-429c-8ee3-69c564081682,Organization,Animal Committees,{},Animal Committees
d66ab2df-5d31-429c-8ee3-69c564081682,Organization,Egg Production Committee,"{'name': None, 'gender': None, 'role': None, 'description': 'for the hens', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Egg Production Committee
d66ab2df-5d31-429c-8ee3-69c564081682,Organization,Clean Tails League,"{'name': None, 'gender': None, 'role': None, 'description': 'for the cows', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clean Tails League
d66ab2df-5d31-429c-8ee3-69c564081682,Organization,Wild Comrades' Re-education Committee,"{'name': None, 'gender': None, 'role': None, 'description': 'to tame the rats and rabbits', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Wild Comrades' Re-education Committee
d66ab2df-5d31-429c-8ee3-69c564081682,Organization,Whiter Wool Movement,"{'name': None, 'gender': None, 'role': None, 'description': 'for the sheep', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Whiter Wool Movement
d66ab2df-5d31-429c-8ee3-69c564081682,Person,cat,{},cat
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Organization,farm,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",farm
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Person,Muriel,"{'name': None, 'gender': None, 'role': None, 'description': 'the goat', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Muriel
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Person,Benjamin,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Benjamin
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Person,Clover,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Person,Mollie,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mollie
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Object,newspaper,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",newspaper
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Concept,reading and writing classes,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",reading and writing classes
a0c3fd0a-78fd-448d-a6e5-e2a2fdcfb594,Object,Seven Commandments,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",THE SEVEN COMMANDMENTS
f1c61513-5f7e-4db6-9c19-77d56bae1c3c,Person,Snowball,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
f1c61513-5f7e-4db6-9c19-77d56bae1c3c,Organization,animals on the farm,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",animals on the farm
